0,1,2,3,4,5,actual,predicted
0.0001553798,0.13644794,0.013135559,0.19454534,0.65520334,0.00051233865,1,4
0.0005149304,0.017889729,0.90709776,0.055162977,0.015122795,0.0042117652,1,2
0.0008977301,0.9479823,0.0034132078,0.02208395,0.024490649,0.0011322076,4,1
0.00017143857,0.15823185,0.15369466,0.2611185,0.38321036,0.043573238,4,4
0.00370683,0.096638195,0.001324722,0.00021827697,0.8258339,0.07227803,0,4
6.805827e-05,0.019404192,0.57643646,0.15596397,0.23131056,0.016816854,1,2
0.019730765,0.24001849,0.00025231912,0.015322913,0.07774198,0.6469335,0,5
0.00056291424,0.026229775,0.24789225,0.17028332,0.32631996,0.22871174,4,4
0.991277,0.0007646853,1.0332052e-05,0.0017507534,0.0015778277,0.0046195015,0,0
0.62995857,0.0006809959,0.0069135963,0.0056434446,0.34997934,0.006824132,0,0
5.4158765e-05,0.73147994,0.19632936,0.03829208,0.02550743,0.008337097,2,1
5.3888423e-05,0.2864817,0.40124312,0.064490035,0.06298123,0.18475,1,2
0.001941589,0.7523715,0.0057071294,0.21841545,0.017249182,0.0043151774,1,1
0.00038475523,0.08522795,0.2485147,0.0043935734,0.5417816,0.11969744,3,4
2.0217069e-05,0.016709263,0.3320994,0.096237205,0.40547767,0.14945626,2,4
8.477191e-05,0.023628976,0.5745153,0.094141476,0.27259123,0.035038244,2,2
0.000255079,0.028753309,0.12747806,0.035358988,0.106396124,0.7017584,5,5
0.00016408665,0.43151045,0.16522808,0.25171906,0.12782419,0.02355419,2,1
0.000567879,0.7244132,0.1473169,0.009394118,0.057999775,0.06030804,3,1
0.9889848,0.0003173443,0.0005510235,0.00013663812,0.0050374866,0.0049726027,4,0
0.98194385,0.0008747005,0.011044977,2.5844545e-05,8.991696e-05,0.0060206275,0,0
1.5327141e-05,0.013962557,0.0050373105,0.9630678,0.01075507,0.007161941,1,3
0.00042389502,0.9612852,0.009080669,0.013581099,0.008962183,0.0066670054,4,1
0.08233571,0.05868187,0.018131351,0.40382668,0.2506518,0.18637256,4,3
0.0001817058,0.0030032897,0.042719867,0.50867355,0.0012976784,0.44412392,2,3
0.0006231036,0.23278737,0.0924624,0.5702392,0.098772086,0.0051158797,1,3
0.13175194,3.4797024e-05,0.06512109,0.0003492597,0.029431464,0.7733115,4,5
0.013706438,0.16674519,0.116372734,0.42586505,0.12564111,0.15166956,0,3
5.063431e-05,0.001823162,0.032164093,0.95522857,0.00903201,0.0017014812,1,3
4.0595856e-05,0.01611314,0.77812034,0.1508389,0.0021478802,0.052739102,2,2
0.00027458282,0.011488135,0.0050254324,0.9339556,0.021269541,0.027986694,1,3
0.00015973957,0.006858871,0.014490574,0.6993603,0.14308323,0.13604727,3,3
6.465337e-05,0.59236103,0.27706376,0.029791506,0.023661617,0.07705748,4,1
2.1595675e-05,0.007938898,0.7769081,0.041448474,0.13910545,0.034577385,5,2
0.0035880525,0.18801357,0.100298546,0.59311885,0.07055387,0.044427164,2,3
0.0006535699,0.0013340334,0.007571229,0.0058972156,0.81806445,0.16647951,5,4
0.008510976,0.007994682,0.563727,0.03266606,0.011937829,0.3751634,5,2
0.0012605549,0.16817783,0.68083507,0.04730829,0.0019929903,0.10042535,3,2
0.034378327,0.06750479,0.0032039334,0.027350793,0.75657195,0.1109902,2,4
0.002848968,0.25549117,0.028490623,0.006508569,0.014425158,0.6922355,1,5
0.0004279639,0.5489475,0.15425444,0.00764184,0.053409725,0.23531856,2,1
0.00010647674,0.0010274162,0.0925357,0.7974353,0.058504723,0.050390303,3,3
6.816099e-05,0.1093791,0.015019635,0.8717658,0.0009394705,0.0028278427,3,3
0.00014972874,0.39734352,0.03239527,0.5264879,0.032500576,0.011123045,5,3
0.9903474,0.00082854007,0.0006531448,1.6400238e-05,3.0426903e-05,0.008124143,2,0
5.5796016e-05,0.29298773,0.24601729,0.41715586,0.04052558,0.0032577747,4,3
9.229843e-05,0.0023598063,0.35831952,0.0060037803,0.0032580968,0.62996656,4,5
0.00033581728,0.036904383,0.4752095,0.43692076,0.049240477,0.0013891418,1,2
0.00200966,0.040804125,0.045776382,0.6080246,0.042733517,0.26065168,2,3
0.00063309405,0.051297545,0.28714556,0.01918885,0.14759699,0.49413803,3,5
0.00021492329,0.0038160533,0.28951183,0.17606793,0.36691752,0.16347168,2,4
3.6596746e-05,0.0075669265,0.7159025,0.18853404,0.014894771,0.0730651,5,2
0.0016279572,0.034799494,0.0048192157,0.7797765,0.11972146,0.05925533,1,3
0.69472235,0.28475606,0.011057132,0.0010115561,0.0024119485,0.006040983,0,0
0.003493831,0.020125758,0.024862321,0.017400207,0.010653784,0.9234642,4,5
0.2967592,0.035697784,0.33523023,0.09006971,0.010133836,0.23210925,0,2
0.0015725358,0.09684556,0.017497703,0.68785053,0.0191,0.17713371,5,3
0.99827564,7.2699964e-05,0.00012776811,0.00080503337,2.8719396e-05,0.0006900577,0,0
7.845434e-05,0.00067383517,0.0065457537,0.01253334,0.96609515,0.014073502,5,4
0.00044217968,0.015396769,0.0012187102,0.0013460348,0.9803036,0.0012927272,5,4
6.0304144e-05,0.005459114,0.16914414,0.02193599,0.67462575,0.12877475,2,4
0.00011968388,0.8974191,0.067201145,0.02428003,0.009950751,0.0010293613,5,1
0.00015228547,0.06493513,0.43548235,0.27603802,0.07143665,0.15195552,1,2
0.98674667,1.5602951e-05,0.00051246985,8.107893e-06,0.0008487362,0.011868273,0,0
0.001754312,0.021144914,0.684173,0.07052776,0.019640291,0.20275968,4,2
0.002522785,0.53711534,0.108132385,0.28037432,0.037231058,0.03462411,1,1
0.00025978024,0.67506045,0.11096856,0.035932664,0.16578972,0.0119888345,3,1
0.9380887,0.0022973334,0.00091220747,0.007092527,0.0051572225,0.046452,0,0
1.22567235e-05,0.050420474,0.35477975,0.55227715,0.017716864,0.024793489,3,3
0.0022861678,0.006278211,0.14151675,0.017982557,0.7206852,0.11125119,4,4
0.0013657623,0.08866667,0.3959703,0.03091295,0.08199769,0.4010866,0,5
1.2310558e-05,0.8817805,0.01824138,0.093352884,0.0049196025,0.0016933364,2,1
0.9950846,0.00011463745,0.0008860434,0.0014985517,2.6737906e-05,0.0023894992,0,0
0.001510191,0.35557926,0.0029119605,0.30534506,0.22501956,0.109633915,5,1
0.020064859,0.22529463,0.0002652974,0.7243247,0.029261462,0.00078906614,0,3
0.0005056605,0.004849544,0.025259832,0.00039460085,0.0090946,0.9598958,5,5
0.00017831681,0.9807767,0.013671282,0.00043819958,0.0008638814,0.0040715868,1,1
0.00019734656,0.007099349,0.050507423,0.31899542,0.02727653,0.59592396,2,5
2.950659e-05,0.7539804,0.010966866,0.03018311,0.20305632,0.0017837763,3,1
0.00801322,0.010264146,0.004491953,0.11775983,0.007903399,0.8515674,3,5
0.0002748511,0.9118613,0.0055049337,0.08019229,0.00036166122,0.0018048569,3,1
0.0006819916,0.0059760883,0.023313716,0.006388421,0.9434081,0.02023173,5,4
9.0364534e-05,0.75836086,0.20997944,0.006458472,0.018232595,0.0068782833,4,1
0.0012666049,0.19497797,0.004821554,0.13285878,0.07320068,0.59287435,3,5
0.9658391,2.8345261e-05,0.0003479009,0.0019383009,0.0033663947,0.028479926,0,0
0.00014380977,0.01740085,0.711498,0.24204034,0.0055244886,0.023392465,3,2
0.0004621053,0.0005794947,0.022080746,0.8132077,0.039957438,0.12371246,4,3
0.00025790118,0.71911067,0.09315226,0.022026967,0.11627263,0.04917962,4,1
0.9497853,0.0005339662,0.020433323,0.00010189028,0.0019762327,0.027169297,3,0
0.0027105084,0.021618225,0.23082416,0.00096504134,0.062817976,0.6810641,1,5
0.00013554771,0.5413779,0.17147994,0.14497027,0.09402665,0.048009634,3,1
0.0024753208,0.00781057,0.21353613,0.0034997053,0.05956855,0.7131097,5,5
0.9618419,0.014560115,0.00207794,0.001993335,0.0023298394,0.017196802,0,0
0.003985966,0.01987305,0.069452226,0.09129304,0.5223344,0.29306132,5,4
0.39331785,0.0001481216,0.0049934173,0.00014371946,5.9430608e-05,0.60133743,1,5
0.00398307,0.8403361,0.0029320498,0.12313715,0.020004705,0.009606875,4,1
0.00059419306,0.0040225172,0.26131132,0.37179098,0.09862429,0.26365668,3,3
0.0005556143,0.32357308,0.1535954,0.07667664,0.38789967,0.05769959,3,4
0.00019422235,0.1506844,0.25415024,0.5642623,0.009359312,0.021349683,2,3
0.00041206068,0.93535066,0.03143559,0.0011661659,0.026056938,0.005578532,1,1
0.001031756,0.116895385,0.01118732,0.6655673,0.15327857,0.05203964,3,3
2.4947076e-05,0.08389201,0.0018199944,0.9078865,0.0049471585,0.0014293414,1,3
0.00057825784,0.028576476,0.12043406,0.19352046,0.061805375,0.59508544,1,5
0.07052625,0.72009116,0.0015145832,0.1684289,0.038013216,0.0014259076,3,1
0.019870587,0.45521113,0.014880913,0.08400282,0.2948282,0.13120635,5,1
0.0006921921,0.6433658,0.30760157,0.037946377,0.0038203136,0.0065737367,3,1
0.00015952741,0.029660892,0.8582476,0.08043497,0.023328263,0.0081688,1,2
0.0014568741,0.011725513,0.0102107385,0.12970336,0.76557106,0.08133246,5,4
7.517818e-05,0.3144009,0.5737808,0.019290853,0.056462552,0.035989687,3,2
5.5839086e-05,0.04800472,0.06767027,0.8336663,0.04591495,0.0046879197,5,3
0.028459497,0.038214087,0.0070895897,0.008331535,0.12926617,0.7886391,3,5
0.0001539985,0.050385956,0.09675639,0.8432734,0.0007776385,0.008652558,4,3
4.7953934e-05,0.0013322958,0.014099528,0.91256005,0.04572173,0.026238464,4,3
0.00017980799,0.049570628,0.08944421,0.5642311,0.28461313,0.011961016,4,3
0.0011009438,0.051943116,0.31772974,0.072948,0.3144881,0.24179006,2,2
0.014621111,0.45911226,0.0064562974,0.17455284,0.34321395,0.0020435543,4,1
0.00035845948,0.38965282,0.39177853,0.048510462,0.10025938,0.06944031,2,2
0.00031588902,0.34045947,0.12586428,0.05494517,0.4072322,0.071182944,4,4
0.0008221813,0.032813333,0.00053102494,0.90968436,0.023818988,0.032330073,5,3
0.016257988,0.08989401,0.0010448068,0.5012328,0.30420834,0.08736202,4,3
0.0005397076,0.6116899,0.21373981,0.027774535,0.10627347,0.039982505,5,1
0.4837221,0.007341669,0.0021995136,0.014243476,0.35827464,0.1342185,0,0
1.4030022e-05,0.75016314,0.18542257,0.01404698,0.048698943,0.0016542636,1,1
0.9376498,0.056912296,0.0008350871,0.0015674385,0.0020656711,0.00096977816,0,0
0.9677069,0.019999884,0.006083618,3.6214296e-05,0.0020263975,0.00414696,0,0
0.017734759,0.053944707,0.862607,0.001685046,0.032732993,0.031295646,5,2
0.00048271345,0.0034022508,0.0441984,0.024270246,0.10871863,0.81892776,1,5
0.000546988,0.118928105,0.66638625,0.199913,0.0008680591,0.013357573,2,2
0.00014770974,0.026686803,0.4946374,0.17812368,0.2625237,0.037880693,5,2
0.002864442,0.035582002,0.034511227,0.0037421552,0.90741676,0.015883438,4,4
0.008045323,0.12717547,0.004174438,0.29765123,0.44585976,0.11709382,0,4
1.0681454e-05,0.67182225,0.30133846,0.0023597013,0.0024031946,0.02206568,3,1
0.0042463425,0.0002434012,0.02327902,0.018313909,0.2420158,0.7119015,5,5
4.209354e-05,0.006599154,0.8358792,0.00048543603,0.008916418,0.14807771,2,2
0.004741042,0.050315965,0.04795744,0.46778372,0.25204915,0.1771528,4,3
0.0002211671,0.0010625279,0.0067196526,0.9523571,0.013805318,0.025834212,5,3
0.0013723465,0.0031629584,0.37373942,0.0035743085,0.40845275,0.20969826,3,4
0.8446626,0.027334593,0.0926012,0.003010903,0.015409699,0.016980939,0,0
0.003964887,0.096263,0.0005715582,0.10745478,0.017643854,0.7741019,1,5
0.0420285,0.1704309,0.010444966,0.4546594,0.06884948,0.25358674,0,3
0.0001253651,0.486154,0.0007863195,0.49692518,0.00034967135,0.015659418,3,3
0.17668256,0.0048762197,0.006780919,0.770166,0.0013626218,0.04013163,5,3
0.00016725472,0.00010519529,0.009893076,0.008373283,0.0027716868,0.9786895,1,5
0.0041136504,0.74377215,0.058135163,0.116797194,0.06553282,0.011649037,5,1
9.569901e-05,0.9201021,0.017344,0.012050436,0.049292136,0.0011156995,4,1
0.0022621674,0.68038183,0.10329293,0.08236184,0.119739376,0.011961805,3,1
0.026365219,0.0920307,0.0125977965,0.2341991,0.024137922,0.6106693,4,5
0.012133239,0.000803162,0.000606251,0.03262731,0.873789,0.08004104,5,4
2.8778031e-05,0.04338452,0.20275179,0.014124293,0.7101599,0.029550748,5,4
0.00072877645,0.025882611,0.030660259,0.17244282,0.56609404,0.20419148,1,4
0.0016580953,0.026991053,0.1615299,0.30538854,0.13739692,0.36703542,1,5
0.0005203422,0.022641767,0.40383267,0.0010628788,0.22197235,0.34997,2,2
2.7753273e-05,0.036695253,0.0737959,0.0062837834,0.8756695,0.007527786,3,4
0.93778723,0.007581858,0.0051094033,0.042426605,0.0014744434,0.0056205182,0,0
3.8284226e-05,0.1344855,0.6721957,0.07789501,0.025396908,0.08998867,3,2
0.10478562,0.00470251,0.018113026,0.00029737572,0.41257715,0.45952436,3,5
0.010865581,0.0013886677,0.03321663,0.68096924,0.00565766,0.2679023,5,3
0.99576306,6.85074e-05,5.9856502e-05,0.0007106058,9.677229e-05,0.0033012757,0,0
0.0005373191,0.00205817,0.00803773,0.7789106,0.015376653,0.19507965,1,3
0.00010676913,0.004981546,0.16934264,0.2829655,0.4231531,0.11945047,1,4
0.9985815,0.000143924,2.8724594e-06,2.7448476e-05,3.2694716e-05,0.0012115387,0,0
0.00014552841,0.9685633,0.0003416767,0.027738016,0.002772774,0.00043856888,4,1
2.5091513e-05,0.36874318,0.5565575,0.009124847,0.06222831,0.0033211196,2,2
9.0364265e-05,0.23981419,0.5870282,0.020274183,0.027891245,0.124901906,1,2
0.00017287476,0.3278421,0.42833236,0.006981905,0.22905894,0.0076118307,2,2
0.012277318,0.0066986573,0.0017155326,0.0047223987,0.059624538,0.91496164,0,5
0.00103131,0.08339118,0.009440373,0.6438291,0.123705074,0.13860299,4,3
2.9497964e-05,0.0899773,0.8355769,0.0021214518,0.04623998,0.026054913,2,2
3.647905e-05,0.009612279,0.6408467,0.015725223,0.0073062475,0.32647303,1,2
0.028538167,0.024154082,0.0022233955,0.2564062,0.014219319,0.67445886,5,5
0.007306066,0.011534987,0.30339238,0.43305466,0.057022236,0.18768972,1,3
0.0002987541,0.47397998,0.4763529,0.0072841235,0.022167291,0.01991692,2,2
0.030634211,0.0069328626,0.070525676,0.0054668365,0.8114317,0.075008705,4,4
0.0057046316,0.0012080794,0.24506359,0.5270747,0.11166645,0.10928259,4,3
0.0017001518,0.019441525,0.024881704,0.11150793,0.2756246,0.56684405,3,5
0.0002515496,0.14312491,0.18070298,0.2667277,0.21106976,0.19812305,4,3
0.00010366052,0.2645017,0.52437395,0.13362402,0.024983233,0.05241352,4,2
3.2802065e-05,0.001643991,0.020741869,0.006355049,0.92558366,0.045642678,3,4
2.5162875e-05,0.009417757,0.8726893,0.020706084,0.09439279,0.002768933,5,2
3.7355603e-05,0.008117721,0.25118703,0.6895469,0.008963708,0.042147387,2,3
0.1934185,0.4557351,0.017931864,0.001481327,0.27631095,0.05512227,0,1
0.41825572,0.0054971427,0.083120964,0.021652428,0.019691028,0.45178264,0,5
8.2823004e-05,0.81590766,0.0034184535,0.106914915,0.052725974,0.020950139,3,1
0.78149945,0.07360968,0.102698594,0.001858523,0.037486803,0.0028469332,0,0
2.8251508e-05,0.007267503,0.61853623,0.30225363,0.06890868,0.003005739,1,2
0.0024750526,0.0044224383,0.050957214,0.852349,0.056214623,0.03358166,5,3
0.00011611182,0.06147859,0.028613918,0.0026624012,0.042016238,0.86511266,2,5
0.008063328,0.027377736,0.049244042,0.46308282,0.2512607,0.2009714,3,3
0.024746006,0.054688938,0.0017755877,0.017128153,0.575919,0.32574236,3,4
0.00026561486,0.077214666,0.007200038,0.45220396,0.059817232,0.40329847,3,3
0.0016038301,0.006713898,0.5016931,0.0004145083,0.21434502,0.27522963,2,2
0.0009289543,0.0023962834,0.004965863,0.100673616,0.890301,0.0007343631,4,4
0.0073487554,0.12703536,0.013107498,0.6613574,0.029531838,0.16161907,5,3
0.0001562259,0.008719367,0.84996337,0.025439678,0.107248574,0.008472828,3,2
0.011644031,0.018197855,0.00034868022,0.55199224,0.14439625,0.27342093,5,3
0.0009189605,0.114198886,0.57518846,0.030597784,0.23001921,0.049076717,2,2
0.00042228127,0.08372144,0.007197273,0.59038633,0.31033933,0.007933288,4,3
0.7741789,0.17877468,0.00042218875,0.026191875,0.018727252,0.001705022,0,0
0.31564432,0.25406465,0.0067486786,0.004267831,0.34449178,0.07478277,0,4
0.89408207,0.0023574273,0.0013232622,0.009301492,0.003989998,0.08894583,3,0
0.00027022816,0.010920158,0.5850468,0.1060447,0.05447617,0.2432419,2,2
0.9946681,0.0003213971,1.4920625e-05,0.0010340796,0.0004079895,0.0035533844,0,0
0.0006004414,0.07100082,0.0015566514,0.68831795,0.0313489,0.20717517,2,3
0.00051821425,0.07306491,0.07142784,0.51418126,0.023241624,0.31756616,0,3
0.015972938,0.0007879036,0.0043252124,0.0053275987,0.95162624,0.021960141,5,4
2.8473927e-05,0.00097451435,0.03626707,0.08411437,0.20480573,0.6738098,4,5
0.0008723978,0.08591221,0.24043307,0.012598674,0.17911378,0.4810699,5,5
0.13929892,0.047369424,0.44501007,0.01441614,0.14190301,0.21200247,1,2
0.9929644,3.5245816e-05,0.00043405738,0.0005433251,0.00066431426,0.0053586666,0,0
0.003895367,0.020489987,0.36059058,0.014402266,0.009441792,0.59118,3,5
0.00016653264,0.011556234,0.0032685443,0.055019334,0.8870483,0.042941082,3,4
0.0021732484,0.050323494,0.03319236,0.10217736,0.5110803,0.30105317,4,4
0.99624455,4.7781556e-05,2.7059368e-05,0.0007114384,0.000653694,0.0023154633,0,0
0.0013951965,0.005214011,0.090412274,0.008020713,0.1396686,0.75528926,1,5
0.00052176364,0.015196109,0.83387333,0.044304483,0.002251126,0.10385317,1,2
0.00026938028,0.7825281,0.035017755,0.015101968,0.039750583,0.12733224,2,1
0.053728994,0.35273194,0.009323804,0.095405705,0.0020193188,0.48679024,1,5
5.2338324e-05,0.00096663384,0.0011538429,0.8155667,0.17725237,0.0050080945,2,3
0.0003277889,0.96951073,0.0010802571,0.0014034187,0.021229098,0.006448714,5,1
0.0007214843,0.5015971,0.39046425,0.07100387,0.019591615,0.01662168,1,1
1.1186426e-05,0.17599729,0.011979031,0.80386263,0.0073078135,0.000842107,1,3
0.0008960727,0.11541729,0.25885624,0.16450517,0.31378922,0.14653607,4,4
0.45084977,0.31228262,0.035862118,0.08908336,0.07119641,0.040725794,3,0
0.0012536203,0.9265386,0.008054844,0.034641813,0.024649309,0.004861801,0,1
0.69400793,0.18868217,0.0012808164,0.0021082764,0.0018490127,0.11207182,0,0
0.00026729575,0.01164614,0.06355821,0.044575874,0.8580781,0.021874323,1,4
0.00023477565,0.0019995384,0.7801187,0.014568177,0.00041909757,0.20265971,1,2
0.00053523615,0.7699158,0.006339234,0.1101085,0.107661806,0.0054393117,1,1
5.774719e-05,0.009317876,0.03827576,0.8820516,0.05561775,0.014679187,1,3
0.008221832,0.07820473,0.05105685,0.4779644,0.24375306,0.14079912,1,3
0.00030175247,0.029133124,0.6189558,0.0057531763,0.1938129,0.15204325,1,2
0.00043279413,0.0031023591,0.010753098,0.050037436,0.89039725,0.045277003,5,4
0.9712677,0.025560768,2.3604143e-05,0.00029775966,0.00269293,0.00015723638,0,0
0.00016086838,0.041836414,0.636638,0.041412767,0.26660603,0.013345885,3,2
4.8790844e-05,0.05642508,0.62829983,0.2641819,0.047602408,0.003442014,2,2
0.0024901212,0.0011737846,0.0620417,0.009529215,0.018031593,0.9067335,1,5
0.004803441,0.0017616027,0.011706481,0.29202414,0.014064717,0.67563957,3,5
0.0127307745,0.8753356,0.00021315357,0.1103587,0.0013214197,4.0339553e-05,1,1
0.0013579133,0.018129285,0.023610126,0.34644493,0.20921877,0.40123904,3,5
4.2334974e-05,0.012479127,0.0857185,0.8731215,0.027372923,0.0012656747,2,3
0.99494284,0.0012160412,0.0022706739,7.046163e-05,0.00026315294,0.0012367535,4,0
0.00019457322,0.38011196,0.183285,0.33131608,0.04014967,0.064942785,4,1
0.11257516,0.5728513,0.032419443,0.27083915,0.008472683,0.0028421956,0,1
0.92698663,0.019603973,0.0011038089,0.026786346,0.0004799526,0.025039282,5,0
0.00051155937,0.0060078,0.031795163,0.016103696,0.17913711,0.7664447,2,5
0.84557354,0.060709193,0.007205486,0.035731692,0.04057887,0.010201125,0,0
0.00077869726,0.18673426,0.10271448,0.4959792,0.060370233,0.15342316,4,3
0.0001294432,0.04804576,0.1403113,0.0020051633,0.8028655,0.0066427607,4,4
0.00022351874,0.7153238,0.20423841,0.038220905,0.03170802,0.01028529,1,1
0.0014511483,0.3319267,0.013465499,0.009848924,0.63943946,0.0038682895,0,4
7.138914e-06,0.007439895,0.61098695,0.35099548,0.021951709,0.008618697,5,2
0.023404658,0.1542923,0.002339526,0.1331714,0.16187575,0.52491635,3,5
0.0011063449,0.07237804,0.059993446,0.09167191,0.5954912,0.17935908,4,4
0.00734516,0.010135823,0.16684705,0.0326271,0.0014716296,0.7815733,0,5
0.00033929356,0.02700213,0.079540625,0.25429383,0.5013246,0.13749951,1,4
0.05847921,0.017538974,0.09451474,0.30600286,0.21341886,0.31004545,4,5
0.00053044566,0.16106856,0.004494338,0.56330353,0.25465634,0.015946846,3,3
0.9988141,2.5417403e-05,0.00027891595,0.00013916429,2.2684713e-05,0.0007198731,0,0
0.00038800537,0.0007351289,0.010838035,0.9421242,0.00028814015,0.04562641,4,3
0.9821378,0.00081367546,0.002685225,0.0006295424,0.00038383037,0.013349826,0,0
0.9888887,0.0068106996,0.00232687,0.00016164815,0.00086293905,0.0009491809,0,0
0.00017986249,0.720969,0.0044210446,0.15986395,0.10703168,0.0075344527,1,1
0.00021170876,0.08213036,0.048423618,0.10713083,0.7497969,0.012306564,4,4
0.9988017,1.8793022e-05,1.8622692e-05,8.694753e-05,8.0406884e-05,0.0009935305,0,0
3.4857407e-05,0.016865851,0.44348434,0.5159099,0.014682612,0.00902246,2,3
0.15470287,0.16991557,0.0075548226,0.012517568,0.61962277,0.035686348,4,4
0.00020503772,0.6027808,0.077121586,0.014279874,0.30109125,0.0045213755,3,1
0.0030519827,0.043448146,0.03697655,0.4019942,0.19350117,0.32102796,2,3
0.0012214661,0.09890871,0.32099682,0.4519199,0.0109705,0.115982555,2,3
0.013396569,0.0799641,0.51979494,0.14835763,0.088923045,0.14956366,4,2
7.613097e-05,0.977227,0.009742873,0.011078808,0.0017575613,0.000117603886,2,1
0.00027308456,0.4981086,0.03475717,0.013052103,0.3632855,0.09052356,1,1
0.0005642516,0.18632695,0.00396428,0.21195984,0.56849223,0.028692422,2,4
0.003079238,0.030003006,0.015712405,0.018411746,0.028918657,0.9038749,3,5
0.0013851094,0.010431146,0.0027213066,0.5209259,0.4388434,0.025693068,4,3
0.0005436457,0.055815592,0.046537478,0.02035981,0.55162877,0.3251147,5,4
0.008205547,0.037464388,0.17474504,0.21821967,0.08263411,0.47873127,1,5
0.0018131776,0.0012405268,0.22250468,0.11515642,0.23993866,0.41934657,5,5
2.292263e-05,0.005901972,0.048752997,0.16238846,0.0030448271,0.7798888,2,5
0.19730718,0.14253795,0.018550467,0.019237915,0.40070367,0.22166285,3,4
0.0014121576,0.0020556229,0.06692124,0.5838618,0.11259462,0.23315457,3,3
0.78469795,0.004297039,0.08995173,0.00014918354,0.01903797,0.10186621,5,0
0.00025055718,0.056728486,0.9035401,0.005148022,0.031415854,0.0029170536,4,2
0.00028757396,0.7912374,0.012320606,0.13803528,0.054573633,0.0035455571,4,1
0.00012374864,0.9016336,0.0035677631,0.02514745,0.068990394,0.0005369704,4,1
0.9550351,0.00010901039,0.0012914946,0.0001647239,0.0019161336,0.041483562,0,0
7.281529e-05,0.7451114,0.15451643,0.054988377,0.013936493,0.031374406,2,1
0.0358652,0.0022544574,0.09135509,0.23261833,0.028992634,0.6089143,5,5
3.4383665e-05,0.0072396584,0.12973255,0.071082465,0.78196704,0.009943866,1,4
0.9948872,0.00028515453,0.00021122869,7.537807e-05,0.00053830806,0.004002765,0,0
0.00021173635,0.0025004125,0.0952255,0.08607473,0.7489862,0.06700142,3,4
1.827755e-05,0.016545761,0.96877915,0.0051323343,0.005094983,0.004429552,1,2
0.00014083167,0.34605876,0.31509948,0.024579735,0.1561848,0.1579364,1,1
0.97456837,0.00065593707,0.004418369,0.00067821017,2.5205232e-05,0.019653926,0,0
0.9745422,0.000105117884,0.0014711282,0.00036559344,0.01997979,0.0035360754,0,0
0.5125368,0.10970207,0.033217136,0.0020541856,0.055184346,0.28730544,1,0
0.23825602,0.27235112,0.053932134,0.009821688,0.3948481,0.030790886,0,4
0.03064952,0.14260088,0.73633707,0.0007778374,0.051794603,0.03784015,2,2
0.00047995124,0.010649087,0.016131088,0.015957773,0.8373245,0.11945765,5,4
9.01877e-05,0.019478405,0.82760423,0.008265575,0.004966184,0.13959546,1,2
0.57221174,0.040628314,0.11547934,0.007284499,0.00010862502,0.26428747,1,0
0.24818158,0.0010499443,0.007411568,0.3059564,0.16215476,0.2752458,0,3
0.0012035092,0.43186837,0.05923393,0.12444956,0.17417683,0.20906782,5,1
0.00015626421,0.064766414,0.018517647,0.022065688,0.8515098,0.04298419,3,4
0.0023883095,0.010401884,0.021555975,0.14154357,0.3755016,0.44860867,1,5
