actual,predicted
0,0.47199866
0,0.9119776
1,0.97838956
1,0.19700684
1,0.034086343
1,0.16241263
1,0.40560448
1,0.35742155
0,0.06298597
0,0.098348014
1,0.57928765
0,0.113964856
1,0.058878858
0,0.9607483
0,0.7933923
1,0.97005755
1,0.988622
1,0.9134056
0,0.15076023
1,0.8106665
0,0.26719207
0,0.2517398
0,0.7955159
0,0.24115509
1,0.31574622
0,0.5580694
1,0.89953727
0,0.23033239
1,0.15349193
0,0.14227782
0,0.12132591
1,0.07862483
0,0.10602903
0,0.06767549
1,0.7585874
0,0.06317446
1,0.11495512
0,0.14600684
0,0.96828353
0,0.8186022
0,0.12032451
1,0.25078115
1,0.62708986
0,0.8891184
0,0.07630044
0,0.5443033
0,0.6289361
0,0.31668958
0,0.52952635
0,0.08812963
0,0.7235272
0,0.16536035
0,0.08977772
0,0.090856805
1,0.26132438
1,0.12204112
0,0.10333687
0,0.08796844
1,0.2138439
1,0.62884927
0,0.10944054
0,0.12290512
0,0.17960463
1,0.9082061
1,0.09055712
0,0.1772235
0,0.46779677
0,0.6596659
1,0.86312824
0,0.21851924
0,0.34619662
0,0.07940694
0,0.099308155
1,0.64887315
1,0.7154762
1,0.4393804
0,0.02441808
0,0.061023742
1,0.60020405
0,0.25765657
0,0.05014159
0,0.5368183
0,0.19872189
0,0.18042666
1,0.14268863
0,0.3101947
0,0.24118476
1,0.06500462
0,0.50035685
1,0.8806053
1,0.67817646
1,0.16971432
1,0.71070737
1,0.11741036
1,0.37282574
0,0.1960904
0,0.49146974
0,0.078907825
1,0.711499
0,0.0795195
0,0.15309654
1,0.90481013
0,0.7341945
1,0.055391908
0,0.5619539
0,0.1256839
1,0.24958408
0,0.620847
0,0.14050905
0,0.26242033
1,0.85474175
0,0.1196084
1,0.89399105
1,0.33903936
1,0.89361244
0,0.56651896
0,0.21202022
0,0.13485585
1,0.18848097
0,0.12780644
1,0.5616504
0,0.38418132
1,0.58348393
1,0.05820984
0,0.28649145
0,0.047072165
0,0.72265893
0,0.94688886
1,0.06111846
1,0.76398593
1,0.24734074
0,0.103469886
1,0.6077189
0,0.0652509
0,0.06223537
1,0.5388603
1,0.6941145
0,0.785918
0,0.90904236
1,0.57913256
1,0.95959276
0,0.07232089
0,0.15369445
0,0.6418268
1,0.95062876
1,0.61462444
1,0.45147735
0,0.07912808
0,0.548743
0,0.4434796
0,0.06479926
0,0.089243226
0,0.1995818
1,0.21038896
0,0.16186866
0,0.105943315
1,0.8297183
0,0.70724654
0,0.028855806
0,0.6401624
1,0.4085897
0,0.17968887
1,0.09936566
0,0.13916601
0,0.3217625
0,0.09981909
0,0.11142071
0,0.097752534
0,0.05981942
0,0.37638715
0,0.065445766
1,0.9721841
0,0.9686341
0,0.75858164
1,0.5293412
0,0.09006708
0,0.14714034
0,0.09814751
0,0.25826773
1,0.26799464
1,0.07829389
0,0.87773514
0,0.5343022
1,0.8101029
1,0.07819955
1,0.051922478
1,0.7022432
1,0.06889091
0,0.70789486
1,0.064077385
1,0.9522486
1,0.65907466
0,0.61176234
0,0.04480105
0,0.16872095
1,0.7990552
1,0.44131705
0,0.2782572
0,0.071537755
1,0.30558115
1,0.8582201
1,0.35996205
1,0.52056545
1,0.1811423
1,0.120053045
1,0.03979264
1,0.80335164
1,0.97916704
0,0.07401539
1,0.7257764
0,0.109502785
1,0.21863814
0,0.15364964
1,0.91855735
1,0.7980065
1,0.10712749
0,0.3954622
1,0.082494356
0,0.080787584
1,0.9628875
1,0.6567635
0,0.05414635
0,0.17511594
1,0.9007361
1,0.97986877
1,0.35908094
1,0.9473746
0,0.14932588
1,0.6252635
0,0.04724542
1,0.29653618
1,0.4064241
0,0.730294
0,0.0813761
1,0.35303342
0,0.19375093
0,0.25425002
0,0.20035367
1,0.95002496
0,0.895174
1,0.8245302
1,0.8482157
0,0.2466145
1,0.09277628
1,0.12620494
0,0.049083028
0,0.065943114
0,0.085978664
1,0.10063763
1,0.5890408
1,0.33397475
0,0.97300553
1,0.7878884
0,0.90658253
1,0.7430751
1,0.19992125
0,0.36801007
1,0.14393207
1,0.28181094
0,0.45557392
0,0.07443762
0,0.3030465
0,0.25778466
0,0.96672016
1,0.06974788
0,0.09517936
1,0.29903767
0,0.10869321
0,0.0851954
0,0.27683523
0,0.05957423
1,0.103027515
1,0.46778846
1,0.51469857
1,0.22204165
0,0.38472664
1,0.107635394
0,0.8825571
1,0.48700926
1,0.98080707
0,0.07358476
0,0.079860955
1,0.9617507
0,0.101449795
0,0.47069776
0,0.1631769
0,0.10365285
0,0.94792116
0,0.16512968
1,0.07869318
0,0.91673565
0,0.26123607
1,0.15406698
1,0.26946586
1,0.42684603
1,0.967273
0,0.63475394
1,0.22993071
0,0.9011548
0,0.91684395
0,0.08768133
0,0.9730219
1,0.14961497
0,0.71682245
0,0.26959172
0,0.9736299
0,0.46872383
1,0.87385446
1,0.68533415
1,0.8937341
1,0.9470658
0,0.208028
0,0.18669395
1,0.42733416
0,0.17361164
0,0.06198355
1,0.058464788
0,0.036584344
1,0.43442616
1,0.8586178
1,0.9191331
1,0.561234
0,0.117943875
1,0.82999504
0,0.034045186
0,0.66393423
0,0.059441492
0,0.9494165
0,0.34837225
1,0.07780412
0,0.30842546
0,0.84284824
1,0.96366346
0,0.12710463
0,0.12757184
0,0.082951374
0,0.8959302
0,0.56948185
0,0.06979356
0,0.4315357
1,0.14351028
1,0.86318547
0,0.92059374
0,0.08096083
1,0.59984636
0,0.07279531
0,0.2490487
1,0.14188308
0,0.3113708
0,0.3133077
1,0.7069123
0,0.5394359
0,0.07749983
0,0.951638
1,0.4539901
1,0.7941638
0,0.097194865
1,0.9369726
0,0.15653971
0,0.09151478
1,0.7054395
1,0.91578823
0,0.04012086
1,0.12651017
1,0.96872824
1,0.055752784
0,0.40281695
1,0.18142314
0,0.28186077
0,0.029627765
1,0.48164225
0,0.08519284
1,0.071478166
1,0.09262183
0,0.21068537
1,0.0817903
1,0.8864614
1,0.1143227
1,0.90436894
0,0.06844239
0,0.016670574
1,0.8154786
1,0.9732331
0,0.07935669
0,0.079408966
1,0.83318317
1,0.10437467
0,0.13637266
1,0.38082337
1,0.24333993
0,0.3654812
1,0.3223379
0,0.23958576
0,0.14835313
0,0.18829396
1,0.36523893
1,0.35730377
1,0.39065152
0,0.06194818
0,0.07270807
0,0.570688
1,0.8350496
1,0.4885942
0,0.13918571
1,0.74558806
1,0.37762192
0,0.07305779
0,0.059354726
1,0.24280049
1,0.98213714
0,0.41608277
0,0.08720813
1,0.9673524
1,0.8520626
0,0.16630873
1,0.6652124
1,0.16058178
0,0.61534077
0,0.11457351
1,0.49287313
0,0.13261288
0,0.46306184
0,0.7986025
1,0.11544148
1,0.34681877
1,0.23315793
0,0.19286938
1,0.9427661
0,0.2804859
0,0.032502063
0,0.101928145
1,0.95308965
0,0.36182025
1,0.082438074
0,0.86588424
1,0.8318774
1,0.5751499
0,0.6006322
0,0.4539789
0,0.117690764
0,0.25504056
0,0.053568203
1,0.48000917
1,0.94580567
1,0.18794611
1,0.44748974
1,0.17019784
0,0.12527929
1,0.12579
0,0.068877205
1,0.9598564
0,0.45336306
1,0.018698502
0,0.063475
0,0.1376239
0,0.28445423
1,0.9505706
0,0.53576505
0,0.13850664
1,0.14093272
1,0.2271446
0,0.673472
1,0.73898613
0,0.35420018
1,0.24240172
1,0.19557853
1,0.06460797
1,0.2085095
0,0.28324857
1,0.14006338
0,0.0990442
1,0.9516716
1,0.03537573
0,0.06504758
0,0.057014402
0,0.287802
1,0.09916741
1,0.13114934
0,0.29941466
0,0.123623304
1,0.0755084
1,0.61081326
0,0.18052578
0,0.09876788
0,0.25424954
0,0.06782111
0,0.032489154
1,0.29128778
0,0.14316124
0,0.22955672
0,0.07668242
1,0.5799993
1,0.72780645
0,0.32851255
1,0.502265
0,0.14604525
1,0.17566688
1,0.11195882
1,0.23497877
0,0.14551432
0,0.07054565
1,0.33212
0,0.076239035
1,0.059624027
0,0.14283575
0,0.6012964
1,0.5447411
1,0.9627452
1,0.16377491
1,0.31271118
0,0.14905521
1,0.7803779
0,0.05694479
1,0.885711
1,0.74486
0,0.02970599
0,0.08792155
0,0.117109925
1,0.9182206
1,0.914919
1,0.19418693
1,0.04934757
0,0.2734861
0,0.07818711
1,0.57510525
0,0.071142234
0,0.5640558
0,0.11231601
1,0.26073462
1,0.11683682
0,0.2783968
0,0.1781921
0,0.06337693
0,0.6121765
0,0.11325738
1,0.790962
1,0.22080912
1,0.75424534
0,0.0891201
1,0.096741706
0,0.06675455
1,0.36065084
0,0.06697367
1,0.055563714
0,0.08687238
0,0.07508532
0,0.17771591
1,0.14373223
0,0.33494186
1,0.29517335
1,0.11703737
0,0.13586879
0,0.08700342
0,0.42600882
0,0.1497876
0,0.03325451
0,0.5737255
1,0.7689062
0,0.08377609
0,0.08324657
1,0.10590304
0,0.13356537
0,0.14119744
0,0.3122095
1,0.68556887
0,0.51503265
1,0.702213
1,0.10819295
1,0.96539533
1,0.9544425
0,0.6906367
0,0.38454148
0,0.17076546
1,0.8438077
0,0.89506775
1,0.042490344
1,0.092998296
0,0.11383543
0,0.08416995
1,0.118372604
1,0.23966287
1,0.7520284
0,0.17577235
1,0.15345787
0,0.9550256
0,0.060416635
1,0.7471783
0,0.05473673
1,0.14315727
0,0.16206303
0,0.1948821
0,0.2985917
0,0.19455482
1,0.9487673
0,0.024121221
0,0.3856336
1,0.43997943
1,0.13394636
1,0.980438
1,0.83865905
0,0.024977468
0,0.18888934
0,0.032193225
1,0.922507
1,0.79308707
1,0.09929718
0,0.056174576
1,0.08404828
1,0.846136
0,0.08739526
0,0.9336156
1,0.06934616
1,0.4392846
0,0.3170819
1,0.938194
0,0.57126653
0,0.05336415
1,0.09248655
1,0.07988408
0,0.10620689
1,0.34866306
1,0.76617205
0,0.06562302
1,0.15510248
0,0.06836883
1,0.098449364
0,0.06563088
1,0.6334404
0,0.16332911
1,0.10099923
1,0.07984151
1,0.96730995
0,0.065722235
1,0.07529623
1,0.3159249
0,0.30745536
1,0.1970098
1,0.9418184
0,0.02989463
0,0.097415216
0,0.07479106
0,0.27739042
0,0.110451475
1,0.973976
0,0.065263525
0,0.10634945
1,0.15017192
0,0.48571205
1,0.08314434
0,0.06430302
0,0.6204629
1,0.72874296
0,0.095608294
1,0.3976703
0,0.09910949
0,0.15757595
0,0.023434183
1,0.122745685
1,0.08199798
1,0.9356624
1,0.49316657
0,0.4011274
0,0.1414346
1,0.27158844
0,0.92254245
0,0.074098766
0,0.80786735
0,0.10412798
1,0.035836007
0,0.01727201
1,0.10722499
1,0.9105162
0,0.31382817
0,0.08403577
0,0.13779208
1,0.38248459
1,0.11848756
0,0.14596498
0,0.27903584
1,0.4386407
0,0.9689709
1,0.9536343
0,0.80933017
1,0.11467248
1,0.89677364
0,0.14138004
0,0.29872358
1,0.9488167
1,0.7848163
0,0.076217644
1,0.97297966
1,0.52354383
1,0.9588692
1,0.9385201
1,0.3547541
0,0.89847326
1,0.6765368
1,0.39250138
0,0.44287723
1,0.6715324
0,0.110692665
1,0.14108005
1,0.5847637
1,0.11908466
1,0.15253872
0,0.13056752
0,0.40789366
0,0.059267223
0,0.031318787
1,0.05674008
0,0.68537396
1,0.12022264
1,0.7529201
0,0.0659119
0,0.1287353
1,0.23828436
1,0.12505342
0,0.058472455
1,0.92976385
0,0.27982187
0,0.06110292
1,0.8967716
1,0.45272648
0,0.11304985
0,0.18174483
1,0.9042923
0,0.53905123
0,0.11040745
1,0.22881186
0,0.8840695
1,0.05037767
0,0.08872289
0,0.19470528
0,0.48137695
1,0.18018426
0,0.8179329
1,0.7320606
0,0.06376061
1,0.08864729
0,0.16121918
1,0.8900731
1,0.62221175
0,0.9149179
1,0.04322458
0,0.981766
1,0.14860216
1,0.36520195
1,0.73661625
0,0.08125862
1,0.075570635
1,0.08221882
1,0.13419048
0,0.6622598
1,0.050563958
1,0.10493774
1,0.7303272
0,0.9387039
1,0.8825696
1,0.18390098
1,0.08917001
1,0.12989302
0,0.83230364
1,0.11187165
0,0.94387877
0,0.052335996
0,0.64197797
1,0.111482896
0,0.058680635
0,0.0915542
1,0.6801661
1,0.09851968
0,0.11609481
1,0.15478611
1,0.07108692
0,0.72270644
1,0.07504301
1,0.23819022
1,0.060541593
1,0.6799121
1,0.0499504
0,0.77415556
0,0.32467142
0,0.77837586
0,0.074175775
1,0.56254005
0,0.3039614
0,0.18532616
1,0.37056595
0,0.14987391
0,0.9261537
0,0.074080385
0,0.3949675
0,0.046571385
1,0.36589932
0,0.24832948
1,0.4883269
1,0.44909692
0,0.10258993
0,0.07244106
0,0.4834394
1,0.05255248
0,0.3454705
0,0.07911394
0,0.08003626
1,0.057896208
0,0.04850564
1,0.082488716
1,0.25481912
0,0.12303806
1,0.7201066
1,0.9572746
1,0.6087687
0,0.765335
0,0.421597
0,0.6549623
1,0.9156083
0,0.097657315
0,0.7463486
1,0.75071526
0,0.122916736
0,0.24599841
1,0.23167887
1,0.3634447
1,0.062221736
1,0.63337326
1,0.12871167
0,0.08043269
0,0.1900766
1,0.967713
0,0.36586624
1,0.9270158
0,0.068153776
1,0.3639074
0,0.1074877
1,0.9615457
0,0.1709177
1,0.90944624
1,0.8349457
0,0.030873716
0,0.2164243
0,0.2248123
0,0.17200215
1,0.8218357
0,0.17114438
1,0.19416882
1,0.10494512
1,0.07661428
0,0.851525
0,0.0667196
0,0.19639188
1,0.061329518
0,0.93577504
1,0.7750444
0,0.5056203
1,0.17859887
1,0.31556523
1,0.94384074
0,0.6461061
1,0.07822234
1,0.9485741
0,0.07147123
1,0.10388784
1,0.09950041
0,0.16276373
1,0.5758611
0,0.64956784
0,0.17281905
1,0.10432372
1,0.3655844
0,0.10485903
1,0.19059105
1,0.3898043
1,0.19044651
0,0.8808422
0,0.6075439
0,0.03458668
1,0.08027079
1,0.95616543
0,0.0410335
1,0.48131827
1,0.86391056
0,0.7549682
0,0.058436975
0,0.27412093
0,0.052539952
0,0.64948064
0,0.6542039
0,0.32556677
0,0.1325457
1,0.8423766
1,0.7362058
1,0.9537857
1,0.73477226
1,0.8766762
1,0.124827795
1,0.5310988
0,0.06304911
0,0.19045019
1,0.5005803
0,0.93550545
1,0.10905373
1,0.48819846
0,0.37013558
1,0.4723916
1,0.3123467
1,0.97055733
1,0.8428795
1,0.90570986
1,0.8543626
1,0.5467181
1,0.3311137
0,0.53351545
1,0.40918913
1,0.3999975
0,0.110019974
0,0.2852036
1,0.894581
1,0.38085732
0,0.7246101
1,0.26571944
1,0.9282773
0,0.26166356
1,0.4843314
1,0.453834
0,0.1333189
1,0.5487091
1,0.9751509
0,0.036741324
1,0.15586913
0,0.110256314
1,0.046976816
1,0.41899973
1,0.5150762
1,0.78940773
1,0.5716108
1,0.95068073
0,0.03408637
1,0.8062238
0,0.7878757
1,0.07083064
1,0.057706352
0,0.5714345
1,0.022711786
1,0.41577527
1,0.07685285
0,0.94034356
1,0.05786766
0,0.8818255
0,0.4816805
0,0.12859674
0,0.08118577
0,0.18407544
1,0.106593244
1,0.9716631
0,0.32715234
0,0.089266054
1,0.36720952
0,0.1949206
1,0.91801536
0,0.37378955
1,0.038079187
0,0.45418924
0,0.10987849
0,0.9868483
1,0.7211733
0,0.93642586
0,0.11342979
1,0.12981081
1,0.9514817
0,0.17426798
1,0.7052388
1,0.097870305
0,0.16989525
1,0.22598806
1,0.7998278
0,0.26430607
0,0.041314743
0,0.061517492
0,0.31085458
0,0.04288112
1,0.96233964
1,0.34858146
0,0.11657099
1,0.9543972
1,0.043779027
1,0.17657597
1,0.3772643
1,0.03601647
0,0.9249792
0,0.049212806
0,0.07620713
1,0.70072806
0,0.050495535
1,0.10816605
1,0.68474895
1,0.1388429
1,0.40392438
1,0.8806058
0,0.78045106
0,0.11585482
0,0.061140735
1,0.8738407
1,0.16009375
1,0.95999604
1,0.7002692
1,0.043412186
0,0.27151126
1,0.088132046
0,0.10877657
0,0.04647018
0,0.107448265
0,0.056995157
0,0.9768033
0,0.045445945
1,0.7558223
1,0.90973496
1,0.6870906
0,0.63775885
0,0.087134786
0,0.06048312
0,0.12226636
1,0.32817185
1,0.13195285
0,0.19306986
1,0.09855352
0,0.60868376
1,0.78559196
0,0.13187586
1,0.9688552
0,0.07762702
1,0.37221318
0,0.088130325
1,0.47336224
1,0.5414402
1,0.36489332
1,0.9672575
1,0.89280057
0,0.90776336
0,0.14777118
0,0.6033733
1,0.8299618
1,0.9331487
0,0.18308954
0,0.1763825
1,0.81431496
1,0.4606163
0,0.40888676
0,0.41625535
1,0.08572034
0,0.019415036
0,0.05933513
0,0.17779666
0,0.7749155
0,0.8035402
1,0.05403646
1,0.3819388
0,0.06919854
0,0.09965395
0,0.8826308
0,0.055319823
0,0.19762054
0,0.18717964
0,0.07999347
1,0.9608989
1,0.33121532
0,0.5095964
1,0.6577176
0,0.5836708
1,0.96986735
1,0.93194664
0,0.09902424
0,0.34020966
1,0.92283195
1,0.13454792
1,0.9484065
1,0.58102936
0,0.5583637
0,0.06033359
1,0.16273594
1,0.88901794
1,0.17252252
1,0.5428495
0,0.15933469
0,0.044847555
1,0.5158945
1,0.09837368
0,0.6950794
1,0.08259156
1,0.30688217
0,0.14998057
1,0.8263604
0,0.056243557
0,0.84530973
0,0.20797601
0,0.05833717
1,0.26938537
0,0.9471158
1,0.9489799
0,0.060038544
1,0.2827352
1,0.2628387
1,0.07364609
0,0.5520365
1,0.2982393
0,0.1363837
0,0.23909928
1,0.118506394
1,0.7511643
0,0.06570862
1,0.92578995
0,0.08472908
0,0.8248822
1,0.9598143
1,0.16732103
1,0.9602573
1,0.97198
0,0.3358843
1,0.92400545
0,0.3259788
1,0.27362272
1,0.25492364
0,0.89922106
1,0.05523777
1,0.9680394
0,0.27395293
0,0.36023337
0,0.060773052
0,0.76529354
1,0.7712834
1,0.9186311
1,0.9465086
1,0.48559287
0,0.05651983
1,0.6499789
0,0.22572303
0,0.64915305
1,0.09040134
1,0.40796947
0,0.9308256
0,0.1767291
0,0.053111523
1,0.9699056
1,0.95714885
1,0.1435644
1,0.64200926
0,0.11826317
0,0.12959659
1,0.9691745
0,0.91263473
1,0.31900474
1,0.6818989
1,0.036229312
0,0.09932824
0,0.08333272
1,0.17219877
1,0.88732123
0,0.043608315
0,0.95109
0,0.33447573
1,0.56781524
1,0.6198316
1,0.9721214
0,0.0114046
1,0.21319419
0,0.20963554
0,0.12699182
1,0.025619937
0,0.39103103
1,0.98354584
1,0.85014486
0,0.058241423
1,0.08390376
1,0.07868371
0,0.062633045
1,0.4146448
1,0.954732
0,0.97787356
1,0.91490245
0,0.0717916
1,0.07536858
1,0.32012996
1,0.79439527
1,0.97531444
0,0.118386395
1,0.9612069
0,0.24971053
1,0.93021274
0,0.30566326
1,0.08300747
1,0.06423172
0,0.84391314
1,0.7110198
1,0.113045216
1,0.42450917
0,0.2825143
0,0.08386485
1,0.20176268
0,0.06440758
0,0.18525898
0,0.55185014
1,0.63312125
1,0.91008097
1,0.057865422
1,0.79845554
0,0.13069054
0,0.03414992
1,0.97738737
0,0.104308315
1,0.42375863
0,0.27566206
0,0.6733048
1,0.14586265
0,0.08078074
1,0.42842394
0,0.05688633
0,0.07522399
1,0.09326245
0,0.48387894
0,0.84994346
0,0.1293769
1,0.4840291
1,0.56662714
1,0.36628625
1,0.15610102
0,0.07008711
1,0.9332078
0,0.051740274
1,0.047627285
1,0.23639414
1,0.8498674
1,0.047246177
1,0.88643575
1,0.3983367
1,0.8853542
1,0.7874476
1,0.08266804
0,0.13164179
0,0.13234173
0,0.4897972
1,0.16597846
1,0.8204812
0,0.050775945
1,0.881828
1,0.4710029
1,0.7667781
0,0.31110254
0,0.4451428
0,0.12116913
0,0.62679315
1,0.9701765
0,0.061104722
0,0.47435316
0,0.7742172
0,0.04460339
1,0.9236454
0,0.53840333
0,0.17782898
1,0.782577
0,0.54845476
0,0.23993938
0,0.3185433
1,0.04158535
0,0.06667157
0,0.533328
1,0.41616917
0,0.5709809
0,0.45407426
0,0.17251632
0,0.105489045
0,0.8777236
1,0.6445321
0,0.11261201
1,0.7854597
0,0.56273144
0,0.14589319
0,0.6784274
1,0.08885279
0,0.07498891
0,0.36695284
0,0.09889397
0,0.081577405
1,0.041563895
0,0.8191395
0,0.12706678
0,0.12528795
0,0.15082689
0,0.050768707
1,0.09688255
1,0.3995171
0,0.4185698
0,0.16374932
0,0.077265814
1,0.07070878
0,0.10111848
0,0.08291383
0,0.110962756
1,0.97473586
1,0.9188882
1,0.3248959
0,0.8061755
0,0.20290883
1,0.9837567
1,0.2488647
1,0.070578426
0,0.7345534
1,0.84411854
1,0.21694215
1,0.07363663
1,0.0743261
0,0.2681443
1,0.9295671
0,0.24416946
0,0.037027273
0,0.07019154
0,0.10907676
1,0.6279036
0,0.0411477
0,0.23087245
0,0.021973684
0,0.34030348
0,0.10724343
1,0.23262279
1,0.8564721
1,0.9252311
1,0.7924074
1,0.35175285
1,0.11219247
1,0.28221714
1,0.14958955
0,0.07782301
1,0.8881495
0,0.15805094
0,0.7878862
0,0.05385368
1,0.6142352
0,0.16546427
1,0.646784
0,0.36374992
0,0.053879924
1,0.98500305
1,0.8460461
1,0.7468739
1,0.037674516
0,0.24762721
0,0.15147191
0,0.12541737
0,0.08799638
0,0.95556444
1,0.04570324
1,0.11905726
1,0.14898324
0,0.6112471
1,0.9733447
1,0.53297627
0,0.48230207
1,0.66765463
1,0.76507986
0,0.027260048
1,0.36013997
0,0.7511004
0,0.85393006
1,0.062915176
1,0.21219721
1,0.9005413
1,0.011603075
0,0.05073197
0,0.11458241
0,0.45093063
0,0.07996358
1,0.04715962
1,0.097366594
0,0.09183756
0,0.39878413
0,0.29078007
0,0.18422611
1,0.58782023
0,0.3086722
1,0.04966414
1,0.5678456
0,0.8038455
0,0.07811631
0,0.89458156
1,0.8385744
1,0.9574696
1,0.49917746
0,0.11309299
1,0.42477998
1,0.1283473
1,0.8303693
0,0.84575844
1,0.7180496
1,0.9157734
1,0.87905973
0,0.34834182
0,0.12140442
0,0.1508409
1,0.10702627
1,0.61691946
0,0.2898936
1,0.05108024
0,0.09325612
1,0.10597516
1,0.6523576
0,0.9569903
0,0.69323695
0,0.953669
1,0.972039
1,0.96525437
0,0.6339378
1,0.17895131
0,0.045643322
1,0.08800911
0,0.14670785
0,0.65992826
0,0.16848733
1,0.21510915
0,0.07618632
1,0.9536076
0,0.9729389
1,0.7244611
1,0.7445185
1,0.61857224
0,0.3094552
1,0.50652885
1,0.76041704
1,0.20190229
1,0.5193363
0,0.09271181
0,0.17296746
1,0.68737745
1,0.59255946
1,0.298881
0,0.06868119
0,0.21739703
0,0.055490416
0,0.082646675
1,0.076578975
0,0.08112711
0,0.049493466
0,0.42847198
0,0.9001996
1,0.8800157
0,0.8101513
0,0.05046077
1,0.32925352
0,0.54129493
0,0.60202366
0,0.06257839
1,0.089281335
0,0.1321134
0,0.03092766
0,0.6211247
0,0.11392758
1,0.43259937
1,0.08858674
1,0.47458246
0,0.88659245
1,0.9107356
0,0.07401754
0,0.06465432
1,0.5945631
0,0.17882667
0,0.07689058
0,0.22734027
1,0.34677088
1,0.24868599
1,0.31872395
1,0.9321844
0,0.46642208
0,0.30877426
1,0.28876933
1,0.13280256
0,0.7110285
0,0.8927867
1,0.6544381
0,0.032039873
1,0.107566856
0,0.14338475
0,0.25036505
0,0.109589115
1,0.07089324
0,0.17511761
1,0.9765872
0,0.23026544
0,0.568336
0,0.029375061
1,0.15362026
0,0.8262536
1,0.9953615
1,0.40929118
1,0.64801043
0,0.48195416
0,0.20309235
0,0.0826122
1,0.13797428
0,0.36430132
0,0.043093376
